1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
109,699,3058,2147,361,3895,2164,2450,4584,2170,756,3935,3394,1589,286,664,0,0,0,0,0,0
112,679,3045,2115,358,3916,2211,2450,4583,2282,739,3927,3390,1604,311,665,0,0,0,0,0,0
109,671,2985,2082,356,3876,2246,2424,4490,2352,727,3904,3360,1577,326,650,0,0,0,0,0,0
115,669,2997,2102,361,3908,2284,2437,4456,2430,729,3894,3342,1572,348,659,0,0,0,0,0,0
115,690,3053,2119,367,3926,2269,2486,4553,2487,751,3956,3390,1597,362,658,0,0,0,0,0,0
125,733,3187,2164,379,4033,2298,2568,4792,2538,776,4070,3452,1640,368,674,0,0,0,0,0,0
126,776,3373,2252,394,4218,2283,2741,5108,2521,821,4222,3512,1728,358,693,0,0,0,0,0,0
134,820,3523,2323,413,4371,2380,2858,5384,2618,890,4305,3584,1745,360,703,0,0,0,0,0,0
141,848,3640,2359,430,4422,2374,2909,5519,2615,907,4407,3648,1772,346,708,0,0,0,0,0,0
136,828,3580,2340,413,4375,2316,2859,5424,2466,905,4347,3643,1746,329,708,0,0,0,0,0,0
122,746,3351,2255,383,4121,2197,2631,5001,2221,827,4142,3493,1671,286,676,0,0,0,0,0,0
106,644,2959,2082,347,3775,1988,2307,4415,1903,720,3814,3312,1554,236,645,0,0,0,0,0,0
87,582,2665,1951,312,3498,1832,2062,3988,1665,650,3541,3155,1457,203,617,0,0,0,0,0,0
83,538,2590,1913,306,3415,1793,1996,3862,1596,630,3463,3104,1436,192,610,0,0,0,0,0,0
83,516,2550,1897,314,3384,1781,1969,3815,1570,619,3436,3095,1426,188,606,0,0,0,0,0,0
83,512,2543,1901,305,3362,1778,1956,3794,1564,615,3436,3081,1423,187,609,0,0,0,0,0,0
82,514,2546,1906,307,3366,1787,1954,3792,1568,616,3453,3078,1423,187,609,0,0,0,0,0,0
84,523,2575,1917,310,3391,1799,1973,3829,1600,630,3477,3101,1428,192,613,0,0,0,0,0,0
86,554,2653,1950,325,3462,1843,2046,3950,1662,649,3559,3138,1464,201,623,0,0,0,0,0,0
94,617,2829,2047,351,3635,1934,2198,4247,1821,716,3749,3261,1534,221,643,0,0,0,0,0,0
103,669,2959,2096,369,3748,2002,2307,4426,1919,755,3855,3328,1572,237,655,0,0,0,0,0,0
111,689,3046,2120,368,3825,2044,2374,4582,2006,769,3941,3363,1584,250,662,0,0,0,0,0,0
111,696,3080,2138,362,3867,2061,2408,4645,2076,759,3984,3434,1617,263,668,0,0,0,0,0,0
116,694,3080,2129,372,3864,2085,2394,4616,2127,758,3960,3411,1607,276,663,0,0,0,0,0,0
110,698,3064,2118,367,3825,2114,2382,4595,2176,749,3921,3421,1595,297,661,0,0,0,0,0,0
106,680,3011,2148,362,3863,2132,2384,4601,2216,744,3890,3434,1589,309,663,0,0,0,0,0,0
104,675,2973,2113,360,3835,2163,2371,4608,2226,729,3844,3387,1581,317,655,0,0,0,0,0,0
108,668,2977,2080,359,3855,2174,2393,4721,2227,729,3830,3372,1587,330,656,0,0,0,0,0,0
106,693,3033,2119,373,3938,2218,2476,4838,2294,747,3922,3423,1619,328,670,0,0,0,0,0,0
111,733,3145,2182,384,4063,2282,2577,5093,2355,788,4013,3497,1669,329,684,0,0,0,0,0,0
126,777,3320,2243,396,4258,2273,2746,5307,2413,849,4175,3553,1726,326,692,0,0,0,0,0,0
130,797,3480,2317,412,4366,2322,2862,5485,2502,876,4294,3611,1753,334,708,0,0,0,0,0,0
141,836,3591,2388,424,4458,2390,2921,5617,2516,898,4392,3658,1785,332,715,0,0,0,0,0,0
141,828,3575,2334,407,4398,2316,2857,5471,2452,883,4346,3628,1743,312,710,0,0,0,0,0,0
119,741,3303,2233,385,4140,2197,2635,5040,2231,817,4137,3500,1656,285,682,0,0,0,0,0,0
103,627,2935,2098,356,3760,1996,2304,4440,1898,725,3808,3288,1545,238,647,0,0,0,0,0,0
89,548,2649,1969,315,3490,1854,2076,3996,1655,648,3530,3146,1465,200,616,0,0,0,0,0,0
85,519,2576,1921,307,3406,1806,1992,3863,1597,620,3446,3096,1432,192,610,0,0,0,0,0,0
84,521,2540,1900,304,3377,1792,1966,3816,1576,618,3421,3072,1423,189,608,0,0,0,0,0,0
83,517,2540,1895,304,3379,1785,1954,3797,1567,618,3421,3070,1418,189,608,0,0,0,0,0,0
83,513,2541,1895,306,3376,1788,1957,3806,1570,615,3436,3068,1419,190,611,0,0,0,0,0,0
85,523,2564,1915,309,3398,1796,1976,3844,1593,635,3466,3089,1428,192,614,0,0,0,0,0,0
88,549,2649,1944,320,3466,1842,2044,3960,1666,653,3556,3133,1455,205,624,0,0,0,0,0,0
100,599,2849,2030,342,3656,1937,2200,4243,1834,705,3745,3230,1512,226,645,0,0,0,0,0,0
103,647,2981,2097,348,3775,1999,2316,4441,1926,752,3859,3317,1555,241,661,0,0,0,0,0,0
108,679,3050,2136,359,3843,2036,2377,4555,2006,769,3942,3372,1591,250,669,0,0,0,0,0,0
113,698,3079,2163,359,3892,2074,2439,4680,2082,768,3966,3412,1630,263,660,0,0,0,0,0,0
117,718,3082,2140,365,3899,2094,2458,4742,2078,764,3943,3423,1625,269,665,0,0,0,0,0,0
116,708,3065,2112,354,3925,2096,2480,4861,2141,743,3911,3415,1628,268,663,0,0,0,0,0,0
113,709,3061,2115,365,3983,2117,2540,5059,2213,747,3892,3398,1662,278,668,0,0,0,0,0,0
112,684,3020,2120,359,4001,2160,2579,5182,2281,734,3863,3381,1689,286,670,0,0,0,0,0,0
107,671,3033,2106,364,4068,2214,2633,5193,2336,725,3842,3376,1694,298,665,0,0,0,0,0,0
109,702,3103,2127,371,4146,2239,2683,5276,2379,763,3882,3425,1732,304,672,0,0,0,0,0,0
115,720,3205,2171,380,4216,2229,2768,5336,2379,792,4022,3456,1735,313,682,0,0,0,0,0,0
123,770,3380,2260,394,4333,2286,2869,5456,2461,838,4176,3544,1772,313,701,0,0,0,0,0,0
127,812,3513,2323,418,4455,2337,2940,5608,2506,875,4323,3596,1781,317,706,0,0,0,0,0,0
137,829,3636,2381,422,4487,2390,2973,5606,2535,908,4399,3669,1795,323,715,0,0,0,0,0,0
133,821,3555,2345,423,4421,2330,2897,5503,2451,884,4363,3620,1760,315,698,0,0,0,0,0,0
121,757,3316,2233,398,4166,2182,2655,5050,2226,821,4142,3501,1665,277,680,0,0,0,0,0,0
101,637,2943,2087,367,3772,1988,2325,4476,1898,724,3811,3317,1550,238,646,0,0,0,0,0,0
94,549,2659,1948,314,3514,1847,2065,4024,1660,638,3532,3154,1460,208,616,0,0,0,0,0,0
85,529,2569,1925,303,3413,1803,1988,3883,1591,620,3460,3090,1434,192,612,0,0,0,0,0,0
88,519,2535,1902,302,3385,1789,1965,3827,1577,615,3432,3075,1422,189,607,0,0,0,0,0,0
83,514,2524,1898,302,3368,1788,1956,3800,1566,621,3422,3067,1421,187,608,0,0,0,0,0,0
84,513,2531,1904,304,3368,1795,1956,3798,1569,622,3432,3071,1420,190,609,0,0,0,0,0,0
89,524,2556,1921,308,3391,1804,1974,3831,1602,632,3461,3091,1430,192,615,0,0,0,0,0,0
89,554,2636,1961,320,3467,1854,2040,3951,1677,656,3536,3139,1455,203,624,0,0,0,0,0,0
97,619,2847,2044,338,3648,1952,2203,4232,1819,709,3702,3236,1517,223,641,0,0,0,0,0,0
104,655,3005,2108,350,3778,1996,2304,4452,1941,741,3847,3297,1551,238,654,0,0,0,0,0,0
110,687,3061,2133,361,3835,2050,2386,4593,2013,781,3940,3360,1582,254,662,0,0,0,0,0,0
110,702,3079,2137,369,3885,2077,2442,4606,2077,780,3967,3408,1600,258,668,0,0,0,0,0,0
109,701,3057,2117,374,3881,2102,2475,4587,2126,759,3968,3397,1597,268,675,0,0,0,0,0,0
109,691,3061,2140,368,3905,2123,2491,4555,2155,759,3931,3402,1599,286,666,0,0,0,0,0,0
107,683,3065,2129,366,3909,2112,2493,4546,2213,748,3915,3408,1603,294,670,0,0,0,0,0,0
103,663,3044,2080,360,3901,2131,2466,4502,2224,721,3835,3383,1592,297,657,0,0,0,0,0,0
101,662,3002,2087,368,3916,2144,2479,4547,2255,714,3814,3385,1604,305,656,0,0,0,0,0,0
107,683,3120,2127,378,3982,2160,2529,4632,2349,733,3918,3430,1642,322,669,0,0,0,0,0,0
114,711,3256,2155,388,4095,2204,2642,4861,2422,759,3996,3487,1692,322,683,0,0,0,0,0,0
124,761,3389,2246,396,4247,2261,2800,5180,2494,822,4166,3563,1736,324,691,0,0,0,0,0,0
128,817,3572,2325,413,4382,2327,2889,5433,2548,876,4309,3636,1775,336,703,0,0,0,0,0,0
139,839,3637,2355,414,4440,2373,2946,5538,2555,913,4391,3638,1791,323,702,0,0,0,0,0,0
139,813,3567,2357,419,4394,2327,2881,5443,2461,902,4344,3600,1762,310,707,0,0,0,0,0,0
128,757,3303,2240,381,4108,2184,2629,5025,2231,816,4146,3488,1677,276,677,0,0,0,0,0,0
101,645,2943,2102,347,3763,2017,2326,4455,1907,728,3830,3284,1554,235,642,0,0,0,0,0,0
87,550,2623,1947,311,3493,1857,2062,4007,1664,636,3528,3142,1455,203,616,0,0,0,0,0,0
84,528,2551,1910,301,3398,1797,1991,3867,1596,614,3435,3099,1433,196,608,0,0,0,0,0,0
83,511,2514,1895,299,3382,1781,1972,3831,1574,606,3407,3086,1425,191,605,0,0,0,0,0,0
83,508,2503,1890,298,3361,1771,1954,3797,1569,605,3400,3065,1419,191,607,0,0,0,0,0,0
83,511,2506,1890,299,3362,1775,1959,3798,1571,603,3413,3069,1420,191,606,0,0,0,0,0,0
84,523,2535,1901,304,3382,1787,1975,3826,1592,614,3445,3083,1428,196,611,0,0,0,0,0,0
88,543,2601,1942,316,3463,1828,2047,3944,1661,639,3508,3133,1453,203,626,0,0,0,0,0,0
100,604,2800,2032,335,3656,1921,2199,4254,1812,694,3701,3237,1516,228,639,0,0,0,0,0,0
105,646,2937,2098,349,3765,1986,2317,4433,1927,719,3841,3323,1555,238,651,0,0,0,0,0,0
110,677,3041,2123,358,3848,2040,2389,4562,2022,743,3901,3382,1581,252,662,0,0,0,0,0,0
111,711,3056,2138,372,3876,2080,2438,4694,2080,755,3968,3422,1617,262,673,0,0,0,0,0,0
109,694,3052,2161,362,3892,2130,2445,4730,2113,757,3968,3420,1622,256,672,0,0,0,0,0,0
115,697,3029,2121,362,3925,2173,2463,4798,2123,733,3915,3407,1634,257,670,0,0,0,0,0,0
110,686,3056,2117,359,3910,2171,2463,4909,2144,738,3911,3419,1641,265,671,0,0,0,0,0,0
108,679,3053,2097,358,3880,2200,2450,4899,2171,733,3855,3395,1649,266,660,0,0,0,0,0,0
110,665,3024,2092,348,3884,2196,2441,4877,2204,718,3857,3405,1665,265,659,0,0,0,0,0,0
110,681,3082,2132,352,3926,2249,2498,4928,2300,732,3910,3426,1686,283,667,0,0,0,0,0,0
113,721,3186,2182,366,4045,2277,2592,5075,2345,778,4027,3483,1717,293,677,0,0,0,0,0,0
121,779,3392,2249,389,4238,2288,2751,5306,2411,820,4186,3549,1769,305,696,0,0,0,0,0,0
132,818,3576,2325,402,4368,2346,2864,5515,2511,885,4316,3600,1778,315,701,0,0,0,0,0,0
139,832,3620,2362,422,4466,2374,2926,5578,2530,916,4415,3653,1801,318,719,0,0,0,0,0,0
133,820,3594,2364,419,4390,2343,2864,5452,2469,889,4347,3607,1760,304,713,0,0,0,0,0,0
121,730,3318,2245,390,4127,2211,2637,5050,2225,833,4144,3470,1677,282,689,0,0,0,0,0,0
100,638,2958,2098,353,3770,2027,2315,4477,1913,727,3815,3289,1548,239,651,0,0,0,0,0,0
88,552,2655,1954,315,3505,1878,2064,4016,1665,636,3540,3149,1460,203,621,0,0,0,0,0,0
85,526,2552,1902,304,3420,1803,1993,3875,1595,612,3452,3098,1431,192,613,0,0,0,0,0,0
85,518,2524,1893,299,3378,1781,1973,3822,1574,605,3424,3081,1422,189,612,0,0,0,0,0,0
88,513,2512,1881,298,3368,1770,1961,3799,1564,601,3408,3074,1417,189,614,0,0,0,0,0,0
86,517,2516,1880,297,3378,1777,1963,3799,1567,601,3414,3074,1419,189,616,0,0,0,0,0,0
89,522,2538,1891,300,3389,1781,1979,3816,1587,612,3430,3098,1428,192,618,0,0,0,0,0,0
90,534,2582,1911,305,3434,1803,2015,3881,1628,624,3483,3119,1444,198,623,0,0,0,0,0,0
94,568,2690,1964,316,3530,1859,2113,4043,1712,666,3599,3178,1476,211,638,0,0,0,0,0,0
99,619,2864,2028,333,3681,1946,2240,4308,1851,704,3766,3268,1542,230,651,0,0,0,0,0,0
112,693,3049,2146,360,3899,2063,2425,4633,2061,786,3948,3374,1603,257,669,0,0,0,0,0,0
121,773,3174,2209,392,4009,2210,2549,4843,2221,803,4071,3454,1637,276,692,0,0,0,0,0,0
122,745,3187,2201,384,4030,2266,2586,4882,2253,805,4090,3490,1665,270,681,0,0,0,0,0,0
116,717,3173,2175,377,4074,2274,2639,4918,2261,795,4013,3479,1678,271,684,0,0,0,0,0,0
118,722,3198,2189,386,4084,2304,2630,4939,2297,797,4038,3466,1673,271,680,0,0,0,0,0,0
120,712,3161,2206,377,4088,2342,2632,4872,2232,772,4008,3431,1662,263,671,0,0,0,0,0,0
117,723,3213,2226,376,4092,2345,2612,4797,2239,803,4024,3413,1651,259,662,0,0,0,0,0,0
117,708,3232,2264,386,4142,2296,2653,4946,2257,829,4095,3458,1693,275,667,0,0,0,0,0,0
122,743,3370,2287,385,4210,2325,2739,5134,2327,846,4200,3518,1712,294,680,0,0,0,0,0,0
132,776,3490,2305,410,4322,2339,2825,5338,2428,877,4249,3563,1747,292,694,0,0,0,0,0,0
132,836,3609,2347,412,4438,2401,2922,5552,2517,905,4361,3630,1777,308,705,0,0,0,0,0,0
139,846,3660,2396,416,4539,2411,2981,5665,2548,924,4450,3664,1807,324,716,0,0,0,0,0,0
139,842,3615,2353,416,4445,2353,2887,5537,2471,892,4412,3632,1770,310,709,0,0,0,0,0,0
126,786,3372,2260,392,4196,2236,2666,5117,2262,835,4196,3501,1674,279,687,0,0,0,0,0,0
108,648,3025,2100,353,3864,2032,2350,4549,1979,738,3847,3343,1562,239,651,0,0,0,0,0,0
89,557,2658,1964,319,3526,1867,2087,4061,1706,649,3564,3173,1464,210,621,0,0,0,0,0,0
88,522,2556,1919,306,3417,1803,1994,3884,1623,619,3465,3114,1438,199,613,0,0,0,0,0,0
84,514,2517,1895,302,3386,1786,1973,3829,1597,606,3432,3090,1424,195,612,0,0,0,0,0,0
83,507,2505,1887,301,3378,1777,1967,3804,1587,607,3427,3087,1421,194,614,0,0,0,0,0,0
83,508,2509,1889,302,3377,1775,1969,3802,1590,609,3431,3085,1423,195,617,0,0,0,0,0,0
84,518,2523,1902,304,3398,1779,1989,3843,1623,617,3465,3113,1432,201,620,0,0,0,0,0,0
90,531,2572,1922,310,3440,1810,2029,3895,1662,630,3514,3140,1451,208,627,0,0,0,0,0,0
91,576,2697,1961,321,3539,1867,2123,4060,1754,664,3615,3194,1492,218,637,0,0,0,0,0,0
100,618,2856,2054,345,3693,1968,2250,4316,1879,723,3771,3291,1541,236,650,0,0,0,0,0,0
111,678,3072,2126,364,3908,2059,2409,4616,2054,777,3963,3401,1615,254,672,0,0,0,0,0,0
113,760,3201,2221,386,4028,2137,2521,4842,2164,808,4085,3474,1661,273,680,0,0,0,0,0,0
115,773,3208,2224,388,4055,2168,2600,4965,2198,816,4103,3445,1672,278,680,0,0,0,0,0,0
113,744,3206,2194,376,4132,2188,2699,5086,2183,800,4068,3450,1668,280,681,0,0,0,0,0,0
112,737,3213,2175,382,4255,2218,2824,5353,2245,787,4102,3489,1714,281,688,0,0,0,0,0,0
109,723,3176,2179,379,4304,2173,2885,5494,2259,818,4051,3482,1751,278,681,0,0,0,0,0,0
116,722,3201,2171,385,4396,2129,2972,5621,2288,786,4046,3521,1774,292,687,0,0,0,0,0,0
121,749,3302,2206,370,4386,2130,2984,5656,2354,832,4091,3545,1802,314,689,0,0,0,0,0,0
122,766,3384,2256,379,4430,2181,2987,5636,2448,841,4148,3576,1813,321,712,0,0,0,0,0,0
129,787,3426,2299,395,4455,2259,2985,5624,2480,854,4243,3614,1809,321,702,0,0,0,0,0,0
131,833,3574,2336,420,4534,2331,3019,5667,2569,897,4356,3648,1799,321,710,0,0,0,0,0,0
138,863,3648,2392,423,4576,2392,3024,5710,2570,923,4433,3674,1798,326,719,0,0,0,0,0,0
139,866,3603,2376,424,4487,2340,2933,5547,2477,902,4379,3645,1767,318,710,0,0,0,0,0,0
124,791,3374,2270,386,4213,2207,2678,5102,2265,834,4200,3503,1689,285,685,0,0,0,0,0,0
101,674,3014,2113,357,3841,2052,2356,4521,1950,734,3851,3328,1569,243,645,0,0,0,0,0,0
90,572,2686,1974,320,3516,1855,2089,4040,1689,649,3569,3167,1471,206,619,0,0,0,0,0,0
84,524,2568,1929,308,3419,1800,1996,3881,1611,622,3460,3107,1437,196,612,0,0,0,0,0,0
84,511,2529,1909,306,3382,1782,1968,3821,1589,607,3431,3083,1424,193,607,0,0,0,0,0,0
82,511,2511,1900,306,3372,1776,1957,3811,1584,604,3421,3080,1421,193,606,0,0,0,0,0,0
82,509,2513,1903,306,3376,1775,1960,3810,1590,602,3422,3087,1424,195,607,0,0,0,0,0,0
85,517,2545,1918,310,3402,1789,1985,3849,1627,613,3461,3102,1436,200,612,0,0,0,0,0,0
88,551,2615,1947,318,3483,1827,2048,3958,1693,639,3536,3150,1472,209,623,0,0,0,0,0,0
97,606,2804,2031,344,3651,1924,2208,4232,1859,696,3713,3267,1519,232,640,0,0,0,0,0,0
101,652,2916,2105,358,3753,1987,2303,4455,1955,728,3834,3336,1567,247,649,0,0,0,0,0,0
108,706,2991,2132,359,3834,2066,2365,4576,2019,759,3898,3357,1594,251,659,0,0,0,0,0,0
110,693,3087,2131,364,3907,2096,2451,4718,2090,781,3971,3406,1611,256,674,0,0,0,0,0,0
110,707,3064,2125,372,3973,2115,2551,4750,2098,778,3951,3366,1618,255,677,0,0,0,0,0,0
116,687,3027,2122,367,4033,2128,2664,4804,2124,766,3915,3378,1618,264,670,0,0,0,0,0,0
107,679,3052,2105,365,4104,2116,2721,4815,2141,774,3910,3373,1637,271,680,0,0,0,0,0,0
101,681,3015,2099,367,4057,2117,2664,4753,2115,744,3851,3359,1623,263,662,0,0,0,0,0,0
101,680,3001,2088,366,4017,2083,2620,4735,2102,741,3841,3325,1609,265,664,0,0,0,0,0,0
109,680,3077,2135,359,4045,2081,2632,4793,2157,756,3922,3376,1627,288,673,0,0,0,0,0,0
116,739,3186,2212,375,4135,2143,2729,4962,2234,793,4034,3428,1651,298,673,0,0,0,0,0,0
127,773,3357,2266,390,4309,2245,2860,5201,2353,846,4183,3523,1715,314,691,0,0,0,0,0,0
136,798,3509,2324,407,4425,2313,2973,5428,2473,873,4304,3596,1759,320,702,0,0,0,0,0,0
136,834,3604,2369,423,4477,2388,2959,5524,2551,912,4402,3656,1777,328,711,0,0,0,0,0,0
140,850,3555,2355,422,4424,2335,2881,5380,2438,900,4346,3599,1732,311,704,0,0,0,0,0,0
130,741,3320,2262,393,4130,2184,2643,4960,2204,841,4162,3474,1663,281,686,0,0,0,0,0,0
104,655,2971,2086,351,3791,2001,2322,4445,1896,735,3811,3325,1542,232,645,0,0,0,0,0,0
89,551,2666,1954,318,3500,1854,2065,3989,1665,658,3546,3173,1456,201,625,0,0,0,0,0,0
87,523,2577,1914,306,3422,1794,2003,3874,1604,629,3464,3118,1437,197,612,0,0,0,0,0,0
85,511,2537,1903,312,3381,1781,1974,3820,1579,619,3432,3098,1424,190,609,0,0,0,0,0,0
85,509,2536,1895,299,3366,1769,1961,3801,1570,614,3426,3099,1423,190,612,0,0,0,0,0,0
86,511,2529,1898,299,3366,1769,1958,3801,1574,618,3437,3098,1423,190,611,0,0,0,0,0,0
90,522,2551,1920,303,3393,1781,1978,3843,1607,627,3469,3112,1436,195,616,0,0,0,0,0,0
92,541,2639,1948,312,3459,1821,2045,3960,1666,652,3566,3160,1464,205,623,0,0,0,0,0,0
102,614,2801,2036,332,3649,1927,2199,4227,1819,713,3743,3252,1515,232,642,0,0,0,0,0,0
109,640,2935,2091,347,3769,1991,2310,4410,1917,747,3842,3317,1549,237,660,0,0,0,0,0,0
113,686,3034,2112,358,3845,2034,2403,4549,2012,763,3916,3361,1586,252,665,0,0,0,0,0,0
108,702,3071,2164,373,3914,2069,2463,4707,2080,767,3983,3401,1628,262,664,0,0,0,0,0,0
112,711,3052,2148,364,3944,2050,2479,4838,2096,788,3941,3406,1638,266,668,0,0,0,0,0,0
111,696,3036,2126,357,3994,2046,2541,4993,2130,765,3954,3404,1642,273,670,0,0,0,0,0,0
112,699,3047,2114,355,4016,2031,2611,5166,2159,749,3933,3360,1664,286,666,0,0,0,0,0,0
106,701,3006,2094,358,4083,2003,2647,5391,2181,739,3877,3338,1695,302,666,0,0,0,0,0,0
107,702,2975,2106,359,4116,2000,2689,5470,2245,734,3896,3330,1721,303,662,0,0,0,0,0,0
115,694,3059,2126,368,4169,2045,2741,5604,2349,747,3969,3379,1751,322,670,0,0,0,0,0,0
115,724,3163,2196,378,4245,2127,2772,5573,2408,776,4067,3430,1768,334,694,0,0,0,0,0,0
125,781,3372,2277,402,4335,2235,2840,5571,2479,839,4198,3521,1788,324,700,0,0,0,0,0,0
133,797,3524,2343,407,4431,2312,2921,5688,2544,884,4326,3603,1806,335,702,0,0,0,0,0,0
143,840,3604,2382,423,4508,2363,2970,5711,2541,904,4393,3640,1810,327,709,0,0,0,0,0,0
136,803,3595,2363,415,4416,2333,2896,5601,2454,889,4370,3620,1774,311,704,0,0,0,0,0,0
121,742,3323,2251,388,4161,2198,2655,5077,2250,827,4128,3496,1669,290,679,0,0,0,0,0,0
104,643,2952,2090,352,3766,2008,2317,4491,1922,740,3810,3288,1548,235,645,0,0,0,0,0,0
92,548,2645,1957,324,3521,1850,2070,4008,1664,643,3546,3137,1459,205,624,0,0,0,0,0,0
88,530,2587,1921,308,3413,1804,1993,3875,1598,617,3462,3110,1434,194,612,0,0,0,0,0,0
88,517,2534,1904,303,3381,1777,1976,3808,1572,608,3439,3088,1425,189,610,0,0,0,0,0,0
86,515,2526,1900,301,3372,1778,1957,3793,1569,606,3436,3082,1425,189,612,0,0,0,0,0,0
87,515,2526,1900,303,3374,1775,1962,3797,1580,608,3450,3084,1430,190,614,0,0,0,0,0,0
89,524,2553,1914,307,3396,1794,1988,3834,1609,616,3482,3110,1437,196,618,0,0,0,0,0,0
94,547,2637,1952,321,3472,1833,2054,3948,1678,644,3565,3152,1464,204,628,0,0,0,0,0,0
103,616,2825,2048,335,3648,1937,2207,4236,1813,704,3751,3274,1526,227,648,0,0,0,0,0,0
109,654,2950,2106,351,3763,1999,2306,4435,1924,746,3862,3340,1556,238,659,0,0,0,0,0,0
110,685,3053,2147,360,3842,2036,2389,4607,2075,774,3928,3365,1576,264,663,0,0,0,0,0,0
112,708,3079,2141,360,3912,2061,2431,4755,2180,768,3960,3413,1614,283,672,0,0,0,0,0,0
114,699,3043,2167,362,3933,2076,2462,4812,2261,774,3973,3412,1643,306,674,0,0,0,0,0,0
111,701,3024,2126,362,3957,2056,2516,5038,2329,759,3933,3394,1673,321,674,0,0,0,0,0,0
113,698,3024,2124,356,4022,2031,2578,5240,2497,774,3913,3383,1721,353,680,0,0,0,0,0,0
104,672,2982,2104,356,4035,2006,2583,5305,2512,734,3876,3386,1741,358,681,0,0,0,0,0,0
110,668,2982,2111,353,4004,2007,2549,5217,2599,727,3934,3399,1747,385,682,0,0,0,0,0,0
113,697,3046,2117,360,4079,2050,2630,5388,2693,745,3984,3468,1794,404,692,0,0,0,0,0,0
117,724,3167,2165,375,4182,2107,2702,5437,2694,766,4055,3501,1792,409,697,0,0,0,0,0,0
124,767,3363,2244,392,4332,2223,2837,5574,2694,823,4211,3560,1815,375,709,0,0,0,0,0,0
129,819,3511,2310,409,4424,2306,2922,5635,2702,875,4310,3627,1810,380,710,0,0,0,0,0,0
134,838,3642,2365,427,4490,2366,2940,5701,2690,907,4380,3648,1814,369,720,0,0,0,0,0,0
131,831,3563,2357,411,4393,2318,2858,5511,2566,882,4346,3604,1774,350,713,0,0,0,0,0,0
125,752,3315,2254,388,4126,2203,2633,5063,2320,834,4129,3486,1677,308,680,0,0,0,0,0,0
102,644,2949,2082,349,3788,2004,2327,4484,1968,722,3800,3313,1545,255,650,0,0,0,0,0,0
91,561,2675,1945,323,3518,1835,2070,4022,1705,644,3527,3157,1463,211,624,0,0,0,0,0,0
87,537,2571,1913,306,3428,1794,1991,3869,1629,622,3449,3104,1430,199,613,0,0,0,0,0,0
84,514,2532,1898,302,3389,1777,1972,3818,1615,615,3421,3087,1424,193,610,0,0,0,0,0,0
84,512,2522,1889,301,3380,1774,1968,3795,1595,611,3426,3083,1422,191,612,0,0,0,0,0,0
85,516,2525,1888,301,3380,1773,1972,3801,1583,613,3443,3092,1424,190,613,0,0,0,0,0,0
88,529,2550,1900,304,3404,1781,1997,3834,1604,623,3474,3115,1434,191,617,0,0,0,0,0,0
89,553,2626,1941,313,3476,1828,2053,3947,1669,648,3562,3160,1463,201,632,0,0,0,0,0,0
97,610,2810,2033,336,3652,1917,2219,4227,1834,697,3745,3263,1519,224,644,0,0,0,0,0,0
100,656,2964,2095,348,3792,1995,2299,4455,1969,724,3838,3332,1559,246,665,0,0,0,0,0,0
112,705,3049,2113,366,3855,2047,2376,4594,2109,758,3912,3368,1577,276,662,0,0,0,0,0,0
108,719,3052,2131,370,3918,2069,2453,4763,2262,769,3968,3412,1621,308,675,0,0,0,0,0,0
113,718,3046,2136,365,3966,2075,2512,4893,2351,761,3937,3411,1645,341,670,0,0,0,0,0,0
106,715,3029,2136,363,3987,2046,2532,5019,2491,757,3916,3428,1664,386,670,0,0,0,0,0,0
110,710,3038,2134,361,4025,2032,2601,5172,2629,761,3913,3436,1705,404,681,0,0,0,0,0,0
107,691,3027,2146,352,4055,1998,2626,5255,2717,755,3896,3442,1716,434,674,0,0,0,0,0,0
109,736,3012,2149,356,4076,2002,2649,5295,2772,765,3899,3457,1752,458,681,0,0,0,0,0,0
114,739,3081,2154,364,4127,2044,2667,5304,2829,768,3982,3512,1777,458,680,0,0,0,0,0,0
128,754,3205,2213,377,4205,2131,2724,5337,2795,795,4064,3527,1773,442,690,0,0,0,0,0,0
127,786,3374,2267,391,4296,2235,2825,5376,2765,841,4183,3602,1791,411,701,0,0,0,0,0,0
129,813,3507,2327,409,4434,2319,2904,5560,2754,881,4311,3618,1795,387,709,0,0,0,0,0,0
138,844,3601,2359,423,4470,2357,2944,5630,2730,927,4382,3649,1798,376,711,0,0,0,0,0,0
139,818,3546,2344,415,4391,2294,2877,5498,2615,912,4353,3629,1773,351,708,0,0,0,0,0,0
119,743,3310,2247,386,4127,2188,2639,5078,2298,849,4137,3487,1686,301,693,0,0,0,0,0,0
105,634,2948,2065,348,3780,2003,2331,4472,1946,734,3799,3298,1559,244,656,0,0,0,0,0,0
101,558,2642,1943,315,3495,1850,2081,4011,1688,654,3525,3146,1464,207,631,0,0,0,0,0,0
87,523,2563,1916,302,3413,1811,1998,3873,1601,632,3453,3100,1436,194,619,0,0,0,0,0,0
85,521,2522,1897,301,3384,1790,1965,3821,1578,634,3425,3087,1424,189,617,0,0,0,0,0,0
85,522,2511,1891,300,3366,1776,1954,3801,1558,637,3423,3076,1418,186,619,0,0,0,0,0,0
86,520,2523,1895,301,3365,1776,1955,3793,1561,635,3444,3087,1419,187,618,0,0,0,0,0,0
88,532,2548,1913,306,3386,1787,1977,3824,1583,648,3481,3104,1427,190,626,0,0,0,0,0,0
